COUNTY_,NAME,MUNICIPAL_CODE,STATE,COUNTY,LOCAL,TOTAL
LEWIS             ,TOWN OF NEW BREMEN            ,2335680,"$18,244.00",$650.00,"$9,493.54","$28,387.54"
LEWIS             ,TOWN OF OSCEOLA               ,2336200,$954.00,$0.00,$250.00,"$1,204.00"
LEWIS             ,TOWN OF PINCKNEY              ,2336640,"$2,735.00",$480.00,"$1,951.00","$5,166.00"
LEWIS             ,TOWN OF TURIN                 ,2338370,"$37,229.00","$2,300.00","$23,255.00","$62,784.00"
LEWIS             ,TOWN OF WATSON                ,2338780,"$8,105.50","$1,357.00","$3,906.00","$13,368.50"
LEWIS             ,TOWN OF WEST TURIN            ,2338990,"$14,840.50","$2,140.00","$10,407.50","$27,388.00"
LEWIS             ,VILLAGE OF LOWVILLE           ,2342790,"$24,197.00","$1,672.50","$14,079.50","$39,949.00"
LEWIS             ,VILLAGE OF PORT LEYDEN        ,2344050,"$11,511.00",-$20.00,"$7,510.00","$19,001.00"
LIVINGSTON        ,TOWN OF AVON                  ,2430450,"$89,053.50","$13,890.00","$26,490.00","$129,433.50"
LIVINGSTON        ,TOWN OF CALEDONIA             ,2431100,"$6,863.00","$2,440.00","$1,993.50","$11,296.50"
LIVINGSTON        ,TOWN OF CONESUS               ,2431920,"$5,623.00","$1,270.00","$1,852.00","$8,745.00"
LIVINGSTON        ,TOWN OF GENESEO               ,2433200,"$120,365.25","$11,399.00","$36,420.75","$168,185.00"
LIVINGSTON        ,TOWN OF GROVELAND             ,2433540,"$125,437.00","$3,350.00","$46,127.00","$174,914.00"
LIVINGSTON        ,TOWN OF LEICESTER             ,2434560,"$10,743.00","$1,695.00","$5,178.00","$17,616.00"
LIVINGSTON        ,TOWN OF LIMA                  ,2434680,"$26,561.00","$5,291.00","$8,677.00","$40,529.00"
LIVINGSTON        ,TOWN OF LIVONIA               ,2434780,"$33,095.00","$13,265.00","$12,768.00","$59,128.00"
LIVINGSTON        ,TOWN OF MOUNT MORRIS          ,2435550,"$6,932.00",$670.00,"$2,468.00","$10,070.00"
LIVINGSTON        ,TOWN OF NORTH DANSVILLE       ,2435920,"$100,349.00","$1,296.00","$22,474.00","$124,119.00"
LIVINGSTON        ,TOWN OF NUNDA                 ,2436040,"$14,791.70","$2,440.00","$6,326.05","$23,557.75"
LIVINGSTON        ,TOWN OF OSSIAN                ,2436210,"$1,322.00",$0.00,$475.00,"$1,797.00"
LIVINGSTON        ,TOWN OF PORTAGE               ,2436800,"$1,063.00",$0.00,$650.00,"$1,713.00"
LIVINGSTON        ,TOWN OF SPARTA                ,2437940,"$1,900.00",$480.00,$639.00,"$3,019.00"
LIVINGSTON        ,TOWN OF SPRINGWATER           ,2437980,"$7,782.00",$510.00,"$1,982.00","$10,274.00"
LIVINGSTON        ,TOWN OF WEST SPARTA           ,2438980,"$40,795.00",-$46.00,"$8,935.50","$49,684.50"
LIVINGSTON        ,TOWN OF YORK                  ,2439300,"$11,989.00","$3,150.00","$3,605.00","$18,744.00"
LIVINGSTON        ,VILLAGE OF AVON               ,2440300,"$45,300.00","$2,857.00","$30,957.00","$79,114.00"
LIVINGSTON        ,VILLAGE OF CALEDONIA          ,2440650,"$10,569.25",-$25.00,"$10,888.75","$21,433.00"
LIVINGSTON        ,VILLAGE OF DANSVILLE          ,2441230,"$71,330.00","$10,716.50","$35,182.60","$117,229.10"
LIVINGSTON        ,VILLAGE OF GENESEO            ,2441920,"$53,495.50","$8,245.00","$89,167.50","$150,908.00"
LIVINGSTON        ,VILLAGE OF MOUNT MORRIS       ,2443280,"$111,800.00","$4,760.00","$112,381.00","$228,941.00"
LIVINGSTON        ,VILLAGE OF NUNDA              ,2443560,"$5,424.00","$1,429.00","$2,133.00","$8,986.00"
MADISON           ,TOWN OF BROOKFIELD            ,2530950,"$22,886.00","$1,337.00","$4,460.00","$28,683.00"
MADISON           ,TOWN OF CAZENOVIA             ,2531410,"$23,184.00","$2,155.00","$11,806.00","$37,145.00"
MADISON           ,TOWN OF DE RUYTER             ,2532320,"$4,102.00","$1,290.00","$3,046.00","$8,438.00"
MADISON           ,TOWN OF EATON                 ,2532530,"$20,748.00","$2,635.00","$11,162.00","$34,545.00"
MADISON           ,TOWN OF FENNER                ,2532850,"$2,297.00",$90.00,"$1,334.00","$3,721.00"
MADISON           ,TOWN OF GEORGETOWN            ,2533230,"$4,870.00",$790.00,"$1,255.00","$6,915.00"
MADISON           ,TOWN OF HAMILTON              ,2533630,"$12,954.00",$995.00,"$5,527.00","$19,476.00"
MADISON           ,TOWN OF LEBANON               ,2534530,"$3,237.00",$710.00,$935.00,"$4,882.00"
MADISON           ,TOWN OF LENOX                 ,2534570,"$41,611.00","$7,920.00","$24,382.00","$73,913.00"
MADISON           ,TOWN OF LINCOLN               ,2534700,"$4,093.00",$340.00,"$1,920.00","$6,353.00"
MADISON           ,TOWN OF MADISON               ,2534970,"$22,410.75",$860.00,"$8,123.25","$31,394.00"
MADISON           ,TOWN OF NELSON                ,2535620,"$28,192.00",$130.00,"$13,630.00","$41,952.00"
MADISON           ,TOWN OF SMITHFIELD            ,2537790,"$4,002.00",$280.00,"$1,535.00","$5,817.00"
MADISON           ,TOWN OF STOCKBRIDGE           ,2538080,$968.00,$440.00,"$1,225.00","$2,633.00"
MADISON           ,TOWN OF SULLIVAN              ,2538160,"$181,318.50","$15,259.00","$73,147.30","$269,724.80"
MADISON           ,VILLAGE OF CANASTOTA          ,2540710,"$25,286.00","$6,850.00","$15,920.00","$48,056.00"
MADISON           ,VILLAGE OF CAZENOVIA          ,2540860,"$32,447.00","$2,290.00","$43,196.77","$77,933.77"
MADISON           ,VILLAGE OF CHITTENANGO        ,2540980,"$30,698.00","$4,415.00","$22,421.00","$57,534.00"
MADISON           ,VILLAGE OF HAMILTON           ,2542110,"$16,703.00","$1,230.00","$26,560.00","$44,493.00"
MADISON           ,VILLAGE OF MORRISVILLE        ,2543260,"$12,255.00",$197.00,"$13,990.00","$26,442.00"
MONROE            ,TOWN OF BRIGHTON              ,2630920,"$284,615.50","$30,465.00","$143,677.75","$458,758.25"
MONROE            ,TOWN OF CHILI                 ,2631600,"$61,142.00","$11,735.33","$38,877.67","$111,755.00"
MONROE            ,TOWN OF CLARKSON              ,2631660,"$13,425.00",$880.00,"$6,622.00","$20,927.00"
MONROE            ,TOWN OF EAST ROCHESTER        ,2632525,"$29,279.75","$4,905.00","$29,227.25","$63,412.00"
MONROE            ,TOWN OF GATES                 ,2633160,"$351,604.50","$35,935.00","$236,862.50","$624,402.00"
MONROE            ,TOWN OF GREECE                ,2633410,"$325,803.33","$45,482.00","$191,385.00","$562,670.33"
MONROE            ,TOWN OF HAMLIN                ,2633640,"$16,466.00","$1,897.50","$9,276.50","$27,640.00"
MONROE            ,TOWN OF HENRIETTA             ,2633880,"$223,729.00","$23,310.00","$78,470.00","$325,509.00"
MONROE            ,TOWN OF IRONDEQUOIT           ,2634190,"$208,934.46","$21,204.40","$118,889.55","$349,028.41"
MONROE            ,TOWN OF MENDON                ,2635220,"$7,847.00","$1,520.00","$3,450.00","$12,817.00"
MONROE            ,TOWN OF OGDEN                 ,2636060,"$37,165.00","$7,770.00","$19,151.00","$64,086.00"
MONROE            ,TOWN OF PARMA                 ,2636420,"$51,823.00","$4,295.00","$31,359.00","$87,477.00"
MONROE            ,TOWN OF PENFIELD              ,2636490,"$60,068.75","$27,434.00","$28,210.75","$115,713.50"
MONROE            ,TOWN OF PERINTON              ,2636500,"$72,782.25","$11,790.00","$47,623.75","$132,196.00"
MONROE            ,TOWN OF PITTSFORD             ,2636690,"$36,821.55","$8,597.00","$30,976.25","$76,394.80"
MONROE            ,TOWN OF RIGA                  ,2637140,"$57,388.00","$3,280.00","$46,986.00","$107,654.00"
MONROE            ,TOWN OF RUSH                  ,2637290,"$67,267.00","$4,213.00","$40,142.50","$111,622.50"
MONROE            ,TOWN OF SWEDEN                ,2638190,"$18,361.00",$845.00,"$12,864.00","$32,070.00"
MONROE            ,TOWN OF WEBSTER               ,2638850,"$238,794.75","$19,725.50","$185,174.25","$443,694.50"
MONROE            ,TOWN OF WHEATLAND             ,2639040,"$81,527.00","$2,740.00","$40,575.50","$124,842.50"
MONROE            ,VILLAGE OF BROCKPORT          ,2640560,"$111,091.00","$14,665.00","$171,841.00","$297,597.00"
MONROE            ,VILLAGE OF FAIRPORT           ,2641630,"$12,485.50","$2,300.00","$14,768.50","$29,554.00"
MONROE            ,VILLAGE OF HONEOYE FALLS      ,2642370,"$4,880.00",$480.00,"$3,270.00","$8,630.00"
MONTGOMERY        ,TOWN OF AMSTERDAM             ,2730210,"$84,679.99","$13,394.05","$134,227.10","$232,301.14"
MONTGOMERY        ,TOWN OF CANAJOHARIE           ,2731200,"$67,060.00",$500.00,"$42,687.00","$110,247.00"
MONTGOMERY        ,TOWN OF CHARLESTON            ,2731450,"$3,119.00","$1,864.50","$7,156.50","$12,140.00"
MONTGOMERY        ,TOWN OF FLORIDA               ,2732910,"$171,356.00","$5,234.00","$155,886.50","$332,476.50"
MONTGOMERY        ,TOWN OF GLEN                  ,2733300,"$349,173.00","$4,072.50","$244,307.50","$597,553.00"
MONTGOMERY        ,TOWN OF MINDEN                ,2735360,"$35,901.00","$2,990.00","$25,911.00","$64,802.00"
MONTGOMERY        ,TOWN OF MOHAWK                ,2735400,"$40,923.00","$6,080.00","$34,723.00","$81,726.00"
MONTGOMERY        ,TOWN OF PALATINE              ,2736350,"$25,819.00","$2,636.50","$26,075.50","$54,531.00"
MONTGOMERY        ,TOWN OF ROOT                  ,2737210,"$70,613.00","$1,382.50","$53,646.50","$125,642.00"
MONTGOMERY        ,TOWN OF ST JOHNSVILLE         ,2737360,"$17,866.00","$3,627.50","$16,260.50","$37,754.00"
MONTGOMERY        ,VILLAGE OF CANAJOHARIE        ,2740690,"$55,907.50","$4,945.00","$33,269.00","$94,121.50"
MONTGOMERY        ,VILLAGE OF FORT PLAIN         ,2741800,$0.00,$0.00,"$5,715.00","$5,715.00"
NASSAU            ,VILLAGE OF ATLANTIC BEACH     ,2840265,"$11,436.00",$515.00,"$143,010.00","$154,961.00"
NASSAU            ,VILLAGE OF BAXTER ESTATES     ,2840370,$514.00,$0.00,"$38,025.00","$38,539.00"
NASSAU            ,VILLAGE OF BAYVILLE           ,2840380,"$1,374.00",$0.00,"$27,870.00","$29,244.00"
NASSAU            ,VILLAGE OF BELLEROSE          ,2840390,$973.00,$0.00,"$69,415.00","$70,388.00"
NASSAU            ,VILLAGE OF BROOKVILLE         ,2840590,"$26,226.00",$0.00,"$31,564.00","$57,790.00"
NASSAU            ,VILLAGE OF CEDARHURST         ,2840870,"$9,992.00",$885.00,"$1,083,977.21","$1,094,854.21"
NASSAU            ,VILLAGE OF CENTRE ISLAND      ,2840900,"$2,191.00",$0.00,"$1,507.00","$3,698.00"
NASSAU            ,VILLAGE OF COVE NECK          ,2841170,$163.00,$0.00,$955.00,"$1,118.00"
NASSAU            ,VILLAGE OF EAST HILLS         ,2841430,"$62,627.00",$0.00,"$364,563.00","$427,190.00"
NASSAU            ,VILLAGE OF EAST ROCKAWAY      ,2841460,"$11,479.82",$0.00,"$111,486.00","$122,965.82"
NASSAU            ,VILLAGE OF EAST WILLISTON     ,2841480,$368.00,$0.00,"$15,275.00","$15,643.00"
NASSAU            ,VILLAGE OF FARMINGDALE        ,2841650,"$22,287.20",$85.00,"$276,913.00","$299,285.20"
NASSAU            ,VILLAGE OF FLORAL PARK        ,2841710,"$37,960.00",$150.00,"$496,892.00","$535,002.00"
NASSAU            ,VILLAGE OF FLOWER HILL        ,2841730,$795.00,$0.00,"$47,590.00","$48,385.00"
NASSAU            ,VILLAGE OF FREEPORT           ,2841850,"$275,180.00","$1,085.00","$2,378,204.50","$2,654,469.50"
NASSAU            ,VILLAGE OF GARDEN CITY        ,2841910,"$238,091.00","$1,465.00","$1,404,726.00","$1,644,282.00"
NASSAU            ,VILLAGE OF GREAT NECK         ,2842000,"$9,062.00",$165.00,"$281,803.00","$291,030.00"
NASSAU            ,VILLAGE OF GREAT NECK ESTATES ,2842010,"$130,403.00","$1,070.00","$579,410.00","$710,883.00"
NASSAU            ,VILLAGE OF GREAT NECK PLAZA   ,2842020,"$17,162.00",$105.00,"$665,481.00","$682,748.00"
NASSAU            ,VILLAGE OF HEMPSTEAD          ,2842210,"$217,207.12",$315.00,"$2,842,615.71","$3,060,137.83"
NASSAU            ,VILLAGE OF HEWLETT BAY PARK   ,2842260,"$4,391.00",$0.00,"$22,165.00","$26,556.00"
NASSAU            ,VILLAGE OF HEWLETT NECK       ,2842280,-$45.00,$0.00,$795.00,$750.00
NASSAU            ,VILLAGE OF ISLAND PARK        ,2842460,"$1,364.00",$15.00,"$172,662.30","$174,041.30"
NASSAU            ,VILLAGE OF KENSINGTON         ,2842520,"$17,907.00",$0.00,"$72,793.00","$90,700.00"
NASSAU            ,VILLAGE OF KINGS POINT        ,2842540,"$64,035.25",$0.00,"$325,122.75","$389,158.00"
NASSAU            ,VILLAGE OF LAKE SUCCESS       ,2842580,"$180,517.00",$125.00,"$417,095.00","$597,737.00"
NASSAU            ,VILLAGE OF LATTINGTOWN        ,2842620,"$4,063.49",$0.00,"$13,691.00","$17,754.49"
NASSAU            ,VILLAGE OF LAUREL HOLLOW      ,2842630,"$7,535.00",$0.00,"$78,765.00","$86,300.00"
NASSAU            ,VILLAGE OF LAWRENCE           ,2842650,"$22,563.00",$405.00,"$507,850.00","$530,818.00"
NASSAU            ,VILLAGE OF LYNBROOK           ,2842800,"$286,210.00",$255.00,"$2,076,043.98","$2,362,508.98"
NASSAU            ,VILLAGE OF MALVERNE           ,2842880,"$69,450.00","$3,430.00","$417,798.00","$490,678.00"
NASSAU            ,VILLAGE OF MANORHAVEN         ,2842930,"$3,442.00",$0.00,"$253,122.00","$256,564.00"
NASSAU            ,VILLAGE OF MASSAPEQUA PARK    ,2842970,"$2,563.00",$45.00,"$82,255.00","$84,863.00"
NASSAU            ,VILLAGE OF MATINECOCK         ,2842990,"$2,106.00",$0.00,"$4,302.00","$6,408.00"
NASSAU            ,VILLAGE OF MILL NECK          ,2843130,"$10,470.00",$0.00,"$13,393.00","$23,863.00"
NASSAU            ,VILLAGE OF MINEOLA            ,2843150,"$15,707.00",$0.00,"$1,663,980.00","$1,679,687.00"
NASSAU            ,VILLAGE OF MUNSEY PARK        ,2843300,$731.00,$0.00,"$30,760.00","$31,491.00"
NASSAU            ,VILLAGE OF MUTTONTOWN         ,2843310,"$27,864.00",$0.00,"$76,212.00","$104,076.00"
NASSAU            ,VILLAGE OF NEW HYDE PARK      ,2843400,"$2,562.00",$195.00,"$597,698.50","$600,455.50"
NASSAU            ,VILLAGE OF NORTH HILLS        ,2843480,"$54,119.00",$0.00,"$130,053.00","$184,172.00"
NASSAU            ,VILLAGE OF OLD BROOKVILLE     ,2843610,"$22,078.00",$0.00,"$38,546.00","$60,624.00"
NASSAU            ,VILLAGE OF OLD WESTBURY       ,2843630,"$61,196.00",$0.00,"$155,283.00","$216,479.00"
NASSAU            ,VILLAGE OF OYSTER BAY COVE    ,2843740,"$5,704.00",$0.00,"$21,425.00","$27,129.00"
NASSAU            ,VILLAGE OF PLANDOME           ,2843950,$768.00,$0.00,"$13,600.00","$14,368.00"
NASSAU            ,VILLAGE OF PLANDOME HEIGHTS   ,2843960,$15.00,$0.00,"$1,340.00","$1,355.00"
NASSAU            ,VILLAGE OF PLANDOME MANOR     ,2843970,$652.00,$0.00,"$2,790.00","$3,442.00"
NASSAU            ,VILLAGE OF PORT WASHINGTON NO ,2844070,"$1,603.00",$0.00,"$24,915.00","$26,518.00"
NASSAU            ,VILLAGE OF ROCKVILLE CENTRE   ,2844250,"$108,432.00",$665.00,"$972,224.00","$1,081,321.00"
NASSAU            ,VILLAGE OF ROSLYN             ,2844270,"$18,932.00",$0.00,"$264,838.00","$283,770.00"
NASSAU            ,VILLAGE OF ROSLYN ESTATES     ,2844280,"$2,993.00",$0.00,"$5,660.00","$8,653.00"
NASSAU            ,VILLAGE OF ROSLYN HARBOR      ,2844290,"$2,574.00",$90.00,"$43,115.00","$45,779.00"
NASSAU            ,VILLAGE OF RUSSELL GARDENS    ,2844320,-$30.00,$0.00,"$15,510.00","$15,480.00"
NASSAU            ,VILLAGE OF SADDLE ROCK        ,2844340,"$2,410.00",$0.00,"$8,990.00","$11,400.00"
NASSAU            ,VILLAGE OF SANDS POINT        ,2844390,"$2,394.00",$0.00,"$7,075.00","$9,469.00"
NASSAU            ,VILLAGE OF SEA CLIFF          ,2844520,"$2,349.00",$12.50,"$57,780.00","$60,141.50"
NASSAU            ,VILLAGE OF SOUTH FLORAL PARK  ,2844720,$53.00,$0.00,"$26,132.40","$26,185.40"
NASSAU            ,VILLAGE OF STEWART MANOR      ,2844810,"$1,938.00",$0.00,"$103,690.00","$105,628.00"
NASSAU            ,VILLAGE OF UPPER BROOKVILLE   ,2844990,"$6,796.00",$0.00,"$15,403.00","$22,199.00"
NASSAU            ,VILLAGE OF VALLEY STREAM      ,2845030,"$38,813.00","$5,370.00","$1,715,424.07","$1,759,607.07"
NASSAU            ,VILLAGE OF WESTBURY           ,2845280,"$12,664.00",$0.00,"$256,944.00","$269,608.00"
NASSAU            ,VILLAGE OF WILLISTON PARK     ,2845390,$914.00,$0.00,"$117,997.11","$118,911.11"
NASSAU            ,VILLAGE OF WOODSBURGH         ,2845450,"$1,740.00",$0.00,"$6,470.00","$8,210.00"
NIAGARA           ,TOWN OF CAMBRIA               ,2931120,"$8,423.00","$2,810.00","$31,475.00","$42,708.00"
NIAGARA           ,TOWN OF HARTLAND              ,2933790,"$9,386.00","$3,260.00","$52,622.00","$65,268.00"
NIAGARA           ,TOWN OF LEWISTON              ,2934640,"$115,279.00","$22,155.50","$265,491.00","$402,925.50"
NIAGARA           ,TOWN OF LOCKPORT              ,2934810,"$29,697.71","$24,554.10","$243,700.70","$297,952.51"
NIAGARA           ,TOWN OF NEWFANE               ,2935720,"$15,057.50","$6,191.00","$32,218.51","$53,467.01"
NIAGARA           ,TOWN OF NIAGARA               ,2935840,"$25,854.75","$6,190.00","$172,811.75","$204,856.50"
NIAGARA           ,TOWN OF PENDLETON             ,2936480,"$7,055.00","$8,197.50","$53,366.50","$68,619.00"
NIAGARA           ,TOWN OF PORTER                ,2936810,"$10,590.00","$2,152.50","$10,867.00","$23,609.50"
NIAGARA           ,TOWN OF ROYALTON              ,2937280,"$33,510.40","$11,222.20","$127,563.40","$172,296.00"
NIAGARA           ,TOWN OF SOMERSET              ,2937860,"$17,561.30","$1,605.00","$46,925.00","$66,091.30"
NIAGARA           ,TOWN OF WHEATFIELD            ,2939030,"$37,764.00","$16,207.50","$113,872.00","$167,843.50"
NIAGARA           ,TOWN OF WILSON                ,2939160,"$4,971.00","$3,637.50","$10,292.00","$18,900.50"
ONEIDA            ,TOWN OF ANNSVILLE             ,3030260,"$31,697.00","$3,717.00","$7,870.90","$43,284.90"
ONEIDA            ,TOWN OF AUGUSTA               ,3030380,"$3,098.00",$500.00,"$1,187.00","$4,785.00"
ONEIDA            ,TOWN OF AVA                   ,3030430,"$1,918.00",$300.00,$605.00,"$2,823.00"
ONEIDA            ,TOWN OF BOONVILLE             ,3030820,"$28,491.00","$3,940.00","$9,244.00","$41,675.00"
ONEIDA            ,TOWN OF BRIDGEWATER           ,3030900,"$15,928.00","$3,480.00","$4,890.00","$24,298.00"
ONEIDA            ,TOWN OF CAMDEN                ,3031140,"$20,007.00","$3,580.00","$4,978.50","$28,565.50"
ONEIDA            ,TOWN OF DEERFIELD             ,3032230,"$130,137.00","$3,542.35","$37,279.70","$170,959.05"
ONEIDA            ,TOWN OF FLORENCE              ,3032900,"$3,834.00",$740.00,"$2,684.50","$7,258.50"
ONEIDA            ,TOWN OF FLOYD                 ,3032920,"$17,912.00","$1,883.00","$9,846.00","$29,641.00"
ONEIDA            ,TOWN OF FORESTPORT            ,3032940,"$13,501.00","$2,490.00","$5,588.00","$21,579.00"
ONEIDA            ,TOWN OF KIRKLAND              ,3034410,"$22,769.00","$2,745.00","$8,049.50","$33,563.50"
ONEIDA            ,TOWN OF LEE                   ,3034550,"$15,437.00","$1,500.00","$7,837.00","$24,774.00"
ONEIDA            ,TOWN OF MARCY                 ,3035110,"$92,887.00","$4,107.00","$28,105.50","$125,099.50"
ONEIDA            ,TOWN OF MARSHALL              ,3035150,"$6,417.00","$2,155.00","$2,034.00","$10,606.00"
ONEIDA            ,TOWN OF NEW HARTFORD          ,3035740,"$86,471.00","$6,730.04","$59,136.08","$152,337.12"
ONEIDA            ,TOWN OF PARIS                 ,3036390,"$24,461.00",$640.00,"$8,440.00","$33,541.00"
ONEIDA            ,TOWN OF REMSEN                ,3037050,"$20,387.00","$1,505.00","$6,493.00","$28,385.00"
ONEIDA            ,TOWN OF SANGERFIELD           ,3037440,"$18,998.12",$777.50,"$5,158.00","$24,933.62"
ONEIDA            ,TOWN OF STEUBEN               ,3038060,"$17,735.50",$490.00,"$6,344.50","$24,570.00"
ONEIDA            ,TOWN OF TRENTON               ,3038320,"$93,524.00","$2,770.00","$23,647.00","$119,941.00"
ONEIDA            ,TOWN OF VERNON                ,3038530,"$26,331.00","$6,653.00","$9,294.00","$42,278.00"
ONEIDA            ,TOWN OF VERONA                ,3038540,"$294,861.75","$19,560.00","$78,961.25","$393,383.00"
ONEIDA            ,TOWN OF VIENNA                ,3038590,"$36,488.00","$2,426.00","$11,687.46","$50,601.46"
ONEIDA            ,TOWN OF WESTERN               ,3038910,"$8,841.00","$2,000.00","$2,579.00","$13,420.00"
ONEIDA            ,TOWN OF WESTMORELAND          ,3038950,"$64,704.00","$4,510.00","$20,692.00","$89,906.00"
ONEIDA            ,TOWN OF WHITESTOWN            ,3039080,"$61,480.00","$4,200.00","$14,492.07","$80,172.07"
ONEIDA            ,VILLAGE OF NEW YORK MILLS     ,3043430,"$13,368.00","$4,900.00","$9,338.00","$27,606.00"
ONEIDA            ,VILLAGE OF ORISKANY           ,3043660,"$2,336.00",$0.00,"$1,591.00","$3,927.00"
ONEIDA            ,VILLAGE OF SYLVAN BEACH       ,3044835,"$14,819.00",$730.00,"$57,014.50","$72,563.50"
ONEIDA            ,VILLAGE OF VERNON             ,3045050,"$19,623.00","$2,195.00","$12,192.00","$34,010.00"
ONEIDA            ,VILLAGE OF WATERVILLE         ,3045200,"$5,200.00",$0.00,"$3,409.00","$8,609.00"
ONEIDA            ,VILLAGE OF WHITESBORO         ,3045360,"$65,208.00","$3,067.00","$30,909.00","$99,184.00"
ONEIDA            ,VILLAGE OF YORKVILLE          ,3045480,"$49,409.00","$7,133.00","$26,358.00","$82,900.00"
ONONDAGA          ,TOWN OF CAMILLUS              ,3131160,"$124,147.00","$18,353.00","$82,333.75","$224,833.75"
ONONDAGA          ,TOWN OF CICERO                ,3131610,"$305,603.75","$33,688.50","$122,543.75","$461,836.00"
ONONDAGA          ,TOWN OF CLAY                  ,3131700,"$387,990.00","$72,715.00","$172,935.00","$633,640.00"
ONONDAGA          ,TOWN OF DE WITT               ,3132330,"$193,622.00","$18,706.00","$104,611.50","$316,939.50"
ONONDAGA          ,TOWN OF ELBRIDGE              ,3132590,"$133,831.00","$10,150.00","$40,122.00","$184,103.00"
ONONDAGA          ,TOWN OF FABIUS                ,3132790,"$4,651.00",$480.00,"$1,715.00","$6,846.00"
ONONDAGA          ,TOWN OF GEDDES                ,3133170,"$178,545.75","$19,875.00","$70,627.50","$269,048.25"
ONONDAGA          ,TOWN OF LA FAYETTE            ,3134450,"$192,062.00","$3,830.00","$75,192.00","$271,084.00"
ONONDAGA          ,TOWN OF LYSANDER              ,3134930,"$54,996.50","$12,030.00","$18,757.50","$85,784.00"
ONONDAGA          ,TOWN OF MANLIUS               ,3135060,"$144,476.50","$25,617.50","$57,993.92","$228,087.92"
ONONDAGA          ,TOWN OF MARCELLUS             ,3135100,"$20,352.00","$4,960.00","$7,690.00","$33,002.00"
ONONDAGA          ,TOWN OF ONONDAGA              ,3136110,"$88,577.25","$11,145.00","$37,353.75","$137,076.00"
ONONDAGA          ,TOWN OF OTISCO                ,3136260,"$3,633.00","$1,740.00",$897.00,"$6,270.00"
ONONDAGA          ,TOWN OF POMPEY                ,3136790,"$15,798.00","$1,980.00","$8,493.00","$26,271.00"
ONONDAGA          ,TOWN OF SALINA                ,3137390,"$415,113.00","$47,172.50","$119,990.00","$582,275.50"
ONONDAGA          ,TOWN OF SKANEATELES           ,3137780,"$46,873.00","$1,870.00","$20,250.00","$68,993.00"
ONONDAGA          ,TOWN OF SPAFFORD              ,3137930,"$9,664.00",$450.00,"$3,612.00","$13,726.00"
ONONDAGA          ,TOWN OF TULLY                 ,3138360,"$96,349.00","$2,630.00","$28,048.00","$127,027.00"
ONONDAGA          ,TOWN OF VAN BUREN             ,3138490,"$155,632.00","$16,050.00","$56,939.00","$228,621.00"
ONONDAGA          ,VILLAGE OF BALDWINSVILLE      ,3140330,"$35,241.00","$1,815.00","$18,190.71","$55,246.71"
ONONDAGA          ,VILLAGE OF EAST SYRACUSE      ,3141470,"$34,400.25","$2,130.00","$21,937.75","$58,468.00"
ONONDAGA          ,VILLAGE OF FAYETTEVILLE       ,3141670,"$30,110.00","$2,180.00","$16,667.00","$48,957.00"
ONONDAGA          ,VILLAGE OF LIVERPOOL          ,3142750,"$107,342.00","$10,020.00","$106,999.00","$224,361.00"
ONONDAGA          ,VILLAGE OF MANLIUS            ,3142910,"$49,625.00","$4,355.00","$20,688.00","$74,668.00"
ONONDAGA          ,VILLAGE OF MINOA              ,3143160,"$13,255.25","$3,950.00","$8,294.75","$25,500.00"
ONONDAGA          ,VILLAGE OF SOLVAY             ,3144680,"$66,476.25","$12,368.00","$82,739.76","$161,584.01"
ONTARIO           ,TOWN OF BRISTOL               ,3230930,"$9,396.00",$817.00,"$6,284.00","$16,497.00"
ONTARIO           ,TOWN OF CANADICE              ,3231190,"$6,865.00",$230.00,"$2,110.95","$9,205.95"
ONTARIO           ,TOWN OF CANANDAIGUA           ,3231210,"$152,176.00","$14,138.00","$112,009.00","$278,323.00"
ONTARIO           ,TOWN OF EAST BLOOMFIELD       ,3232460,"$50,307.00","$5,520.00","$27,279.00","$83,106.00"
ONTARIO           ,TOWN OF FARMINGTON            ,3232830,"$136,148.00","$12,609.00","$79,488.02","$228,245.02"
ONTARIO           ,TOWN OF GENEVA                ,3233210,"$25,225.00","$1,835.00","$14,949.00","$42,009.00"
ONTARIO           ,TOWN OF GORHAM                ,3233320,"$15,651.00","$3,960.00","$7,118.00","$26,729.00"
ONTARIO           ,TOWN OF HOPEWELL              ,3234000,"$56,332.25","$5,845.00","$23,523.75","$85,701.00"
ONTARIO           ,TOWN OF MANCHESTER            ,3235040,"$151,540.00","$10,916.00","$78,852.00","$241,308.00"
ONTARIO           ,TOWN OF NAPLES                ,3235590,"$18,603.00","$5,160.00","$7,528.00","$31,291.00"
ONTARIO           ,TOWN OF PHELPS                ,3236580,"$141,347.00","$5,650.00","$83,230.00","$230,227.00"
ONTARIO           ,TOWN OF RICHMOND              ,3237110,"$13,559.00","$1,450.00","$5,925.00","$20,934.00"
ONTARIO           ,TOWN OF SENECA                ,3237640,"$42,050.25","$1,860.00","$14,626.75","$58,537.00"
ONTARIO           ,TOWN OF SOUTH BRISTOL         ,3237880,"$18,551.00","$1,545.00","$12,679.00","$32,775.00"
ONTARIO           ,TOWN OF VICTOR                ,3238570,"$342,060.00","$19,732.00","$153,454.00","$515,246.00"
ONTARIO           ,TOWN OF WEST BLOOMFIELD       ,3238890,"$15,906.00","$3,085.00","$8,924.00","$27,915.00"
ONTARIO           ,VILLAGE OF CLIFTON SPRINGS    ,3241030,"$4,375.00",$230.00,"$2,520.00","$7,125.00"
